Customer ID,Country,Plan,Monthly Spend ($),Tenure (Months),Churned,Signup Source,Industry,Last Active Date
CUST00334,Brazil,Pro,76.84,53,No,Partner,Healthcare,2025-04-04
CUST00335,Canada,Pro,75.54,8,No,Partner,Technology,2025-03-05
CUST00336,Canada,Pro,61.1,18,No,Partner,Finance,2025-03-26
CUST00337,Australia,Pro,90.24,33,No,Paid Ads,Retail,2025-02-26
CUST00338,UK,Enterprise,267.19,11,No,Partner,Education,2025-04-03
CUST00339,Brazil,Basic,29.98,22,No,Referral,Retail,2025-03-10
CUST00340,UK,Basic,24.21,40,Yes,Referral,Technology,2025-04-16
CUST00341,Australia,Basic,25.62,13,No,Partner,Finance,2025-03-01
CUST00342,Germany,Pro,80.38,26,No,Partner,Education,2025-04-24
CUST00343,UK,Basic,38.99,50,No,Partner,Healthcare,2025-04-05
CUST00344,UK,Basic,33.2,44,No,Paid Ads,Finance,2025-04-12
CUST00345,Australia,Pro,98.12,8,No,Partner,Finance,2025-04-25
CUST00346,Brazil,Pro,83.58,20,No,Partner,Retail,2025-04-03
CUST00347,UK,Pro,93.17,26,No,Partner,Healthcare,2025-03-16
CUST00348,Germany,Basic,30.99,60,No,Paid Ads,Healthcare,2025-04-18
CUST00349,USA,Basic,24.84,55,No,Paid Ads,Technology,2025-03-22
CUST00350,Australia,Basic,27.35,44,No,Referral,Retail,2025-03-27
CUST00351,Brazil,Pro,80.38,10,No,Partner,Retail,2025-03-09
CUST00352,Australia,Basic,30.6,54,Yes,Partner,Retail,2025-03-11
CUST00353,France,Basic,35.46,31,No,Paid Ads,Healthcare,2025-04-19
CUST00354,Brazil,Pro,78.89,37,No,Paid Ads,Retail,2025-03-05
CUST00355,Germany,Basic,31.12,36,Yes,Referral,Education,2025-03-29
CUST00356,Australia,Basic,35.24,36,No,Partner,Retail,2025-04-12
CUST00357,Brazil,Enterprise,251.01,51,No,Referral,Technology,2025-03-14
CUST00358,Germany,Basic,27.14,3,No,Referral,Healthcare,2025-04-22
CUST00359,Brazil,Pro,73.74,8,No,Organic,Technology,2025-03-22
CUST00360,USA,Pro,83.96,42,No,Paid Ads,Education,2025-04-19
CUST00361,Canada,Enterprise,309.71,45,No,Organic,Healthcare,2025-03-29
CUST00362,USA,Basic,28.54,47,No,Organic,Healthcare,2025-03-13
CUST00363,Canada,Basic,26.57,17,No,Referral,Retail,2025-03-03
CUST00364,USA,Enterprise,308.27,2,No,Referral,Retail,2025-03-01
CUST00365,UK,Basic,38.58,36,No,Referral,Education,2025-04-16
CUST00366,Germany,Basic,37.69,11,No,Paid Ads,Finance,2025-03-24
CUST00367,Australia,Basic,27.04,12,No,Partner,Technology,2025-04-02
CUST00368,France,Basic,20.24,20,No,Paid Ads,Finance,2025-03-14
CUST00369,Canada,Enterprise,277.74,28,Yes,Organic,Technology,2025-03-29
CUST00370,Brazil,Pro,66.95,37,No,Partner,Technology,2025-04-26
CUST00371,France,Pro,75.32,47,No,Paid Ads,Healthcare,2025-04-24
CUST00372,Australia,Basic,38.96,20,No,Paid Ads,Finance,2025-04-24
CUST00373,Germany,Basic,33.64,29,No,Referral,Healthcare,2025-04-02
CUST00374,UK,Basic,30.26,37,No,Organic,Healthcare,2025-04-24
CUST00375,UK,Basic,27.06,42,No,Paid Ads,Retail,2025-03-07
CUST00376,Germany,Basic,30.05,59,Yes,Referral,Technology,2025-04-17
CUST00377,UK,Enterprise,327.49,31,No,Partner,Education,2025-04-16
CUST00378,Germany,Basic,31.73,23,No,Referral,Finance,2025-04-11
CUST00379,Germany,Basic,25.31,55,No,Partner,Retail,2025-04-11
CUST00380,Canada,Basic,33.22,55,No,Partner,Technology,2025-03-06
CUST00381,UK,Basic,29.05,34,No,Referral,Education,2025-04-04
CUST00382,USA,Enterprise,306.52,43,No,Partner,Education,2025-03-24
CUST00383,USA,Basic,34.81,40,No,Organic,Technology,2025-04-02
CUST00384,France,Basic,31.54,25,No,Partner,Education,2025-04-01
CUST00385,Brazil,Pro,86.39,53,No,Paid Ads,Technology,2025-03-21
CUST00386,Brazil,Basic,24.28,28,No,Referral,Finance,2025-04-26
CUST00387,France,Pro,88.02,25,No,Paid Ads,Technology,2025-04-26
CUST00388,UK,Pro,76.02,13,No,Paid Ads,Retail,2025-03-02
CUST00389,France,Basic,36.12,4,No,Organic,Education,2025-03-21
CUST00390,Brazil,Pro,86.94,18,No,Partner,Retail,2025-04-09
CUST00391,Australia,Basic,28.4,54,No,Referral,Finance,2025-02-26
CUST00392,USA,Basic,34.74,1,No,Referral,Education,2025-03-13
CUST00393,France,Basic,25.57,25,No,Partner,Finance,2025-03-02
CUST00394,Canada,Basic,37.76,35,No,Paid Ads,Technology,2025-04-08
CUST00395,UK,Basic,38.21,10,No,Referral,Finance,2025-02-28
CUST00396,UK,Basic,35.05,21,No,Partner,Education,2025-03-10
CUST00397,France,Basic,27.73,26,No,Referral,Retail,2025-03-19
CUST00398,Germany,Basic,29.9,48,No,Organic,Finance,2025-04-17
CUST00399,Brazil,Basic,36.92,6,No,Paid Ads,Healthcare,2025-04-17
CUST00400,Brazil,Pro,85.64,43,Yes,Referral,Retail,2025-04-16
CUST00401,Brazil,Basic,28.74,11,No,Partner,Retail,2025-04-26
CUST00402,UK,Basic,31.96,13,No,Organic,Healthcare,2025-04-25
CUST00403,UK,Basic,21.54,52,No,Referral,Technology,2025-04-26
CUST00404,Germany,Enterprise,297.05,28,No,Referral,Retail,2025-02-28
CUST00405,France,Basic,37.57,49,No,Paid Ads,Healthcare,2025-04-01
CUST00406,USA,Pro,87.73,30,No,Referral,Technology,2025-03-04
CUST00407,Canada,Pro,81.05,7,No,Organic,Healthcare,2025-03-27
CUST00408,France,Pro,66.66,42,No,Referral,Healthcare,2025-04-10
CUST00409,USA,Basic,32.39,47,No,Paid Ads,Retail,2025-04-01
CUST00410,USA,Pro,57.23,54,No,Referral,Healthcare,2025-04-20
CUST00411,USA,Basic,32.9,24,No,Organic,Finance,2025-03-21
CUST00412,Australia,Pro,91.61,8,No,Paid Ads,Healthcare,2025-02-28
CUST00413,Germany,Basic,25.71,24,No,Referral,Technology,2025-04-09
CUST00414,Germany,Basic,24.71,10,No,Paid Ads,Healthcare,2025-02-27
CUST00415,France,Pro,77.55,5,No,Organic,Healthcare,2025-04-05
CUST00416,Australia,Pro,68.72,34,No,Partner,Education,2025-03-23
CUST00417,USA,Basic,27.26,35,No,Referral,Finance,2025-02-28
CUST00418,Germany,Basic,25.31,10,No,Partner,Finance,2025-03-06
CUST00419,Brazil,Pro,86.67,18,No,Referral,Retail,2025-04-25
CUST00420,France,Basic,22.25,39,No,Referral,Technology,2025-03-10
CUST00421,France,Basic,35.21,4,No,Referral,Retail,2025-03-11
CUST00422,Germany,Basic,27.4,39,No,Referral,Finance,2025-04-08
CUST00423,USA,Basic,35.65,9,No,Partner,Retail,2025-04-25
CUST00424,France,Basic,38.58,41,No,Paid Ads,Technology,2025-03-15
CUST00425,USA,Basic,32.47,44,No,Organic,Education,2025-04-05
CUST00426,Canada,Basic,34.83,38,No,Paid Ads,Technology,2025-03-10
CUST00427,Canada,Pro,77.53,22,No,Organic,Technology,2025-03-22
CUST00428,Canada,Enterprise,253.86,2,No,Paid Ads,Finance,2025-03-30
CUST00429,UK,Enterprise,241.47,22,No,Paid Ads,Technology,2025-04-25
CUST00430,USA,Enterprise,281.13,13,No,Referral,Finance,2025-04-15
CUST00431,Canada,Pro,76.73,30,No,Referral,Finance,2025-03-19
CUST00432,USA,Pro,68.1,17,No,Organic,Finance,2025-04-13
CUST00433,USA,Enterprise,229.93,23,No,Referral,Finance,2025-04-10
CUST00434,Australia,Basic,27.5,5,No,Referral,Retail,2025-04-24
CUST00435,Canada,Pro,87.73,20,No,Referral,Retail,2025-04-16
CUST00436,Canada,Basic,24.22,39,No,Partner,Technology,2025-03-05
CUST00437,USA,Pro,67.62,14,No,Organic,Healthcare,2025-03-16
CUST00438,Germany,Basic,30.12,45,No,Referral,Technology,2025-04-06
CUST00439,Australia,Basic,30.44,11,No,Organic,Healthcare,2025-03-31
CUST00440,Australia,Basic,33.54,26,No,Paid Ads,Technology,2025-03-24
CUST00441,USA,Basic,29.97,22,No,Referral,Healthcare,2025-04-20
CUST00442,France,Basic,34.19,12,No,Organic,Retail,2025-04-13
CUST00443,Germany,Basic,27.81,24,No,Partner,Healthcare,2025-02-27
CUST00444,France,Pro,91.66,3,No,Organic,Healthcare,2025-03-13
CUST00445,France,Basic,29.13,2,Yes,Partner,Retail,2025-04-23
CUST00446,USA,Basic,26.22,14,No,Referral,Technology,2025-03-09
CUST00447,Canada,Pro,77.75,54,No,Organic,Finance,2025-04-17
CUST00448,UK,Pro,81.98,1,No,Referral,Healthcare,2025-03-20
CUST00449,Australia,Pro,80.1,41,No,Referral,Healthcare,2025-04-13
CUST00450,Australia,Pro,66.88,34,No,Partner,Retail,2025-04-10
CUST00451,Brazil,Basic,32.54,32,No,Organic,Technology,2025-04-25
CUST00452,France,Enterprise,301.62,20,No,Paid Ads,Healthcare,2025-03-10
CUST00453,Germany,Basic,23.95,2,No,Paid Ads,Healthcare,2025-03-25
CUST00454,UK,Basic,33.0,51,No,Partner,Healthcare,2025-03-22
CUST00455,Germany,Basic,29.6,50,No,Organic,Education,2025-04-05
CUST00456,Germany,Pro,65.2,9,No,Referral,Education,2025-04-14
CUST00457,UK,Basic,26.15,16,No,Paid Ads,Healthcare,2025-03-01
CUST00458,USA,Basic,27.2,39,No,Organic,Retail,2025-04-24
CUST00459,USA,Basic,27.04,36,No,Partner,Retail,2025-04-04
CUST00460,France,Basic,27.46,37,No,Referral,Finance,2025-03-08
CUST00461,Australia,Basic,27.46,28,No,Organic,Technology,2025-04-03
CUST00462,Australia,Basic,24.14,22,No,Referral,Retail,2025-04-13
CUST00463,Germany,Basic,28.84,38,No,Referral,Healthcare,2025-04-11
CUST00464,Brazil,Pro,69.54,58,No,Organic,Education,2025-03-02
CUST00465,Australia,Pro,89.35,45,No,Referral,Education,2025-04-04
CUST00466,USA,Pro,75.06,45,Yes,Paid Ads,Finance,2025-03-25
CUST00467,France,Basic,34.08,21,No,Partner,Finance,2025-04-13
CUST00468,Brazil,Basic,23.46,26,No,Organic,Education,2025-03-05
CUST00469,Brazil,Pro,87.32,35,No,Referral,Retail,2025-04-09
CUST00470,Brazil,Basic,23.81,38,No,Referral,Technology,2025-03-17
CUST00471,Canada,Enterprise,313.95,2,No,Partner,Technology,2025-03-19
CUST00472,Brazil,Basic,30.83,10,No,Organic,Technology,2025-04-05
CUST00473,France,Basic,32.94,55,No,Referral,Retail,2025-04-06
CUST00474,Canada,Pro,85.09,8,No,Referral,Education,2025-04-22
CUST00475,UK,Pro,90.11,5,No,Referral,Retail,2025-03-09
CUST00476,Canada,Basic,29.35,37,Yes,Paid Ads,Technology,2025-04-24
CUST00477,France,Basic,33.97,51,No,Partner,Retail,2025-03-16
CUST00478,Canada,Basic,36.14,5,No,Organic,Retail,2025-03-24
CUST00479,France,Basic,31.18,52,No,Paid Ads,Healthcare,2025-04-14
CUST00480,Germany,Pro,79.82,28,No,Partner,Education,2025-04-03
CUST00481,Canada,Basic,36.28,8,No,Referral,Education,2025-04-23
CUST00482,France,Basic,30.94,32,No,Referral,Technology,2025-03-13
CUST00483,Australia,Pro,73.16,9,No,Organic,Retail,2025-04-22
CUST00484,Canada,Basic,33.55,49,No,Paid Ads,Technology,2025-04-19
CUST00485,USA,Basic,34.81,10,No,Organic,Education,2025-04-26
CUST00486,Germany,Basic,29.74,40,No,Partner,Healthcare,2025-03-24
CUST00487,Australia,Basic,30.2,32,No,Partner,Healthcare,2025-04-12
CUST00488,UK,Basic,34.15,15,No,Paid Ads,Technology,2025-03-14
CUST00489,USA,Basic,28.81,14,No,Referral,Healthcare,2025-03-04
CUST00490,USA,Pro,72.21,22,No,Referral,Technology,2025-04-22
CUST00491,Germany,Enterprise,298.62,49,No,Referral,Retail,2025-04-16
CUST00492,Canada,Basic,40.21,32,No,Partner,Technology,2025-03-07
CUST00493,USA,Pro,83.02,21,No,Organic,Finance,2025-03-11
CUST00494,UK,Basic,21.7,8,No,Paid Ads,Finance,2025-03-22
CUST00495,Brazil,Basic,35.62,25,No,Referral,Education,2025-02-26
CUST00496,UK,Basic,26.0,18,No,Organic,Retail,2025-04-13
CUST00497,Germany,Pro,68.04,44,No,Partner,Finance,2025-03-25
CUST00498,Canada,Basic,29.8,33,No,Partner,Technology,2025-04-14
CUST00499,France,Basic,39.06,39,No,Paid Ads,Technology,2025-04-19
CUST00500,Australia,Pro,86.24,37,No,Referral,Retail,2025-03-03
CUST00501,Germany,Basic,28.95,42,No,Organic,Healthcare,2025-04-24
CUST00502,USA,Basic,25.75,21,No,Partner,Retail,2025-03-31
CUST00503,Brazil,Pro,74.85,13,No,Referral,Technology,2025-03-03
CUST00504,Germany,Basic,24.45,42,No,Partner,Healthcare,2025-04-19
CUST00505,UK,Basic,26.08,34,No,Organic,Healthcare,2025-03-12
CUST00506,USA,Pro,86.48,16,No,Referral,Finance,2025-04-07
CUST00507,Brazil,Basic,25.91,20,No,Partner,Education,2025-04-08
CUST00508,USA,Basic,19.53,26,No,Partner,Retail,2025-03-07
CUST00509,Canada,Basic,22.37,57,No,Partner,Technology,2025-03-01
CUST00510,Germany,Basic,36.31,7,No,Organic,Healthcare,2025-03-20
CUST00511,Brazil,Pro,81.26,55,No,Referral,Education,2025-04-02
CUST00512,Canada,Basic,26.56,24,No,Referral,Finance,2025-04-25
CUST00513,USA,Pro,87.78,49,No,Organic,Technology,2025-03-23
CUST00514,Australia,Basic,27.24,24,No,Paid Ads,Education,2025-03-24
CUST00515,UK,Pro,89.48,19,No,Paid Ads,Finance,2025-04-25
CUST00516,USA,Basic,33.41,55,No,Paid Ads,Education,2025-03-14
CUST00517,Canada,Basic,27.09,28,No,Paid Ads,Technology,2025-03-13
CUST00518,Canada,Enterprise,294.86,60,No,Organic,Finance,2025-04-25
CUST00519,Brazil,Basic,29.68,47,No,Partner,Healthcare,2025-04-12
CUST00520,Brazil,Basic,41.35,14,No,Partner,Technology,2025-03-15
CUST00521,France,Pro,83.56,3,Yes,Referral,Education,2025-04-21
CUST00522,Canada,Basic,30.24,54,No,Partner,Retail,2025-04-12
CUST00523,Germany,Basic,31.62,42,No,Partner,Education,2025-03-21
CUST00524,Brazil,Basic,29.26,5,No,Referral,Technology,2025-04-02
CUST00525,USA,Basic,29.04,5,No,Referral,Technology,2025-04-17
CUST00526,USA,Pro,93.9,39,No,Referral,Healthcare,2025-04-18
CUST00527,Germany,Enterprise,291.77,20,No,Organic,Retail,2025-03-09
CUST00528,UK,Enterprise,270.02,30,No,Referral,Retail,2025-03-27
CUST00529,France,Basic,34.43,10,No,Organic,Technology,2025-03-18
CUST00530,Australia,Pro,73.07,42,No,Partner,Healthcare,2025-03-08
CUST00531,Australia,Basic,30.87,43,No,Organic,Healthcare,2025-04-19
CUST00532,Brazil,Enterprise,294.92,57,No,Paid Ads,Education,2025-04-11
CUST00533,Australia,Basic,29.16,15,Yes,Partner,Technology,2025-04-03
CUST00534,Canada,Pro,81.11,20,No,Organic,Healthcare,2025-04-26
CUST00535,USA,Pro,91.6,56,No,Referral,Retail,2025-04-08
CUST00536,Australia,Pro,76.23,58,No,Paid Ads,Retail,2025-04-17
CUST00537,Canada,Basic,25.81,49,No,Partner,Healthcare,2025-03-02
CUST00538,Australia,Enterprise,318.32,12,No,Paid Ads,Education,2025-04-08
CUST00539,UK,Basic,27.87,42,No,Referral,Healthcare,2025-03-07
CUST00540,Germany,Pro,74.58,33,No,Referral,Technology,2025-04-18
CUST00541,USA,Basic,32.14,41,No,Referral,Retail,2025-02-28
CUST00542,UK,Basic,33.47,34,No,Organic,Technology,2025-03-09
CUST00543,France,Basic,23.67,2,No,Partner,Education,2025-04-01
CUST00544,UK,Basic,29.71,10,No,Paid Ads,Education,2025-03-07
CUST00545,USA,Basic,33.1,24,No,Paid Ads,Education,2025-03-29
CUST00546,UK,Basic,40.29,59,No,Partner,Finance,2025-04-16
CUST00547,Australia,Basic,26.86,7,No,Organic,Education,2025-04-11
CUST00548,Australia,Basic,33.01,4,No,Partner,Education,2025-04-25
CUST00549,Brazil,Basic,31.62,22,No,Paid Ads,Technology,2025-03-14
CUST00550,USA,Basic,28.74,41,No,Partner,Technology,2025-04-12
CUST00551,UK,Pro,98.29,56,No,Organic,Education,2025-03-16
CUST00552,UK,Enterprise,360.57,33,No,Paid Ads,Finance,2025-04-04
CUST00553,UK,Pro,71.97,59,No,Partner,Finance,2025-03-02
CUST00554,Canada,Pro,58.7,51,No,Paid Ads,Finance,2025-03-12
CUST00555,USA,Basic,28.71,41,No,Referral,Retail,2025-04-06
CUST00556,Australia,Pro,72.71,55,No,Organic,Education,2025-04-07
CUST00557,Brazil,Basic,30.24,60,No,Paid Ads,Technology,2025-04-23
CUST00558,Germany,Pro,89.57,7,No,Paid Ads,Finance,2025-04-03
CUST00559,Canada,Basic,42.72,55,No,Paid Ads,Healthcare,2025-02-27
CUST00560,USA,Pro,81.83,60,No,Partner,Education,2025-03-11
CUST00561,France,Basic,25.7,1,No,Paid Ads,Healthcare,2025-02-26
CUST00562,Australia,Enterprise,334.27,21,No,Referral,Healthcare,2025-03-25
CUST00563,Canada,Basic,25.69,5,No,Paid Ads,Education,2025-04-26
CUST00564,Brazil,Basic,31.82,25,No,Partner,Finance,2025-04-07
CUST00565,UK,Basic,31.47,28,No,Partner,Healthcare,2025-03-09
CUST00566,Brazil,Pro,79.25,50,No,Referral,Healthcare,2025-04-19
CUST00567,Australia,Pro,66.72,24,No,Partner,Finance,2025-04-26
CUST00568,Brazil,Pro,90.83,28,No,Paid Ads,Technology,2025-04-17
CUST00569,Canada,Basic,27.01,34,No,Referral,Retail,2025-04-02
CUST00570,France,Basic,38.21,58,No,Partner,Education,2025-03-14
CUST00571,Australia,Basic,37.91,44,No,Organic,Technology,2025-04-02
CUST00572,Brazil,Enterprise,315.4,35,Yes,Organic,Education,2025-04-24
CUST00573,USA,Pro,76.82,56,No,Paid Ads,Education,2025-03-25
CUST00574,Germany,Basic,26.62,9,No,Paid Ads,Healthcare,2025-04-03
CUST00575,USA,Enterprise,326.04,47,No,Paid Ads,Healthcare,2025-04-13
CUST00576,UK,Basic,28.11,35,No,Organic,Healthcare,2025-03-05
CUST00577,USA,Basic,31.71,17,No,Partner,Technology,2025-03-11
CUST00578,UK,Pro,82.2,13,No,Paid Ads,Healthcare,2025-03-29
CUST00579,USA,Pro,76.21,46,No,Referral,Finance,2025-03-17
CUST00580,USA,Pro,68.61,8,No,Referral,Retail,2025-03-23
CUST00581,Brazil,Basic,29.51,49,Yes,Referral,Finance,2025-03-01
CUST00582,Canada,Pro,94.12,26,No,Organic,Education,2025-04-25
CUST00583,Brazil,Basic,32.7,28,Yes,Partner,Finance,2025-04-18
CUST00584,Brazil,Enterprise,326.54,9,No,Partner,Healthcare,2025-03-02
CUST00585,Australia,Pro,86.59,14,No,Organic,Retail,2025-04-12
CUST00586,USA,Basic,28.07,36,No,Referral,Finance,2025-04-01
CUST00587,Brazil,Basic,29.9,25,No,Paid Ads,Technology,2025-03-08
CUST00588,France,Basic,28.48,41,No,Partner,Retail,2025-03-05
CUST00589,Brazil,Pro,84.28,46,No,Referral,Finance,2025-03-31
CUST00590,UK,Enterprise,326.97,55,No,Organic,Retail,2025-04-08
CUST00591,Canada,Pro,74.42,11,No,Partner,Technology,2025-04-25
CUST00592,Germany,Pro,63.08,21,No,Organic,Retail,2025-04-11
CUST00593,Brazil,Pro,70.73,9,No,Partner,Technology,2025-03-10
CUST00594,Australia,Pro,82.38,17,No,Organic,Technology,2025-03-25
CUST00595,Australia,Enterprise,266.39,19,No,Paid Ads,Finance,2025-04-04
CUST00596,UK,Basic,29.45,40,No,Partner,Retail,2025-04-19
CUST00597,Australia,Basic,32.9,55,No,Referral,Finance,2025-04-03
CUST00598,Australia,Basic,36.0,22,No,Partner,Finance,2025-04-21
CUST00599,France,Enterprise,273.12,27,No,Organic,Technology,2025-03-17
CUST00600,UK,Basic,25.35,23,No,Organic,Technology,2025-04-22
CUST00601,Australia,Pro,88.07,19,No,Organic,Healthcare,2025-04-17
CUST00602,Brazil,Enterprise,306.18,29,No,Partner,Retail,2025-04-04
CUST00603,France,Pro,54.83,20,No,Partner,Education,2025-03-04
CUST00604,UK,Basic,22.75,38,No,Organic,Education,2025-03-27
CUST00605,Brazil,Basic,31.49,33,No,Organic,Education,2025-04-12
CUST00606,Canada,Pro,82.89,49,No,Organic,Technology,2025-03-30
CUST00607,France,Basic,27.1,17,No,Referral,Finance,2025-04-15
CUST00608,USA,Basic,34.27,39,No,Referral,Technology,2025-03-18
CUST00609,UK,Basic,28.53,11,No,Paid Ads,Healthcare,2025-03-21
CUST00610,France,Basic,30.57,1,No,Partner,Finance,2025-03-14
CUST00611,Brazil,Pro,83.44,45,No,Paid Ads,Retail,2025-03-22
CUST00612,France,Basic,33.84,45,No,Partner,Retail,2025-04-26
CUST00613,UK,Enterprise,320.64,46,No,Paid Ads,Retail,2025-03-31
CUST00614,Brazil,Basic,32.1,23,Yes,Paid Ads,Retail,2025-03-06
CUST00615,UK,Pro,88.19,33,No,Referral,Technology,2025-03-21
CUST00616,Germany,Basic,23.97,19,No,Partner,Education,2025-04-09
CUST00617,USA,Basic,28.97,51,No,Paid Ads,Education,2025-02-26
CUST00618,UK,Enterprise,325.74,29,No,Organic,Education,2025-04-13
CUST00619,UK,Basic,29.51,18,No,Organic,Education,2025-04-20
CUST00620,Germany,Basic,30.09,39,No,Partner,Healthcare,2025-04-26
CUST00621,Germany,Pro,80.58,40,No,Referral,Finance,2025-02-27
CUST00622,Germany,Pro,72.55,12,No,Partner,Education,2025-02-27
CUST00623,Brazil,Basic,27.26,21,No,Referral,Retail,2025-04-22
CUST00624,France,Basic,30.46,25,No,Partner,Retail,2025-03-01
CUST00625,Germany,Pro,84.71,18,No,Paid Ads,Technology,2025-03-30
CUST00626,UK,Basic,34.23,9,No,Referral,Retail,2025-03-09
CUST00627,USA,Pro,93.92,3,No,Referral,Education,2025-03-10
CUST00628,UK,Basic,28.75,41,No,Partner,Technology,2025-03-06
CUST00629,France,Basic,20.82,57,Yes,Partner,Finance,2025-04-09
CUST00630,France,Basic,35.86,24,No,Partner,Education,2025-04-18
CUST00631,Germany,Basic,24.47,56,No,Organic,Education,2025-03-10
CUST00632,Australia,Enterprise,293.55,19,Yes,Partner,Education,2025-03-27
CUST00633,France,Pro,65.87,31,No,Organic,Retail,2025-03-16
CUST00634,France,Basic,36.07,49,No,Partner,Education,2025-04-01
CUST00635,Australia,Pro,67.66,12,No,Paid Ads,Retail,2025-03-14
CUST00636,Canada,Basic,27.04,49,No,Partner,Retail,2025-04-14
CUST00637,Canada,Basic,30.03,11,No,Organic,Finance,2025-04-07
CUST00638,Brazil,Basic,27.62,46,Yes,Referral,Education,2025-04-10
CUST00639,Germany,Basic,28.71,30,No,Organic,Technology,2025-03-15
CUST00640,Canada,Pro,95.99,37,No,Partner,Education,2025-04-07
CUST00641,UK,Basic,31.2,60,No,Partner,Retail,2025-03-25
CUST00642,Australia,Basic,34.52,59,No,Paid Ads,Technology,2025-04-05
CUST00643,UK,Basic,22.15,4,No,Partner,Education,2025-03-26
CUST00644,France,Basic,24.37,13,No,Referral,Finance,2025-03-07
CUST00645,USA,Pro,77.81,42,No,Organic,Finance,2025-03-28
CUST00646,Germany,Pro,92.28,58,No,Partner,Technology,2025-04-26
CUST00647,USA,Basic,20.1,28,No,Referral,Education,2025-04-10
CUST00648,France,Enterprise,322.44,13,No,Partner,Finance,2025-03-02
CUST00649,Australia,Basic,31.46,57,No,Referral,Healthcare,2025-04-17
CUST00650,Canada,Basic,34.5,39,No,Organic,Finance,2025-03-12
CUST00651,Brazil,Basic,43.22,19,No,Organic,Healthcare,2025-04-20
CUST00652,Canada,Basic,22.49,34,No,Partner,Retail,2025-03-28
CUST00653,Brazil,Basic,28.19,17,No,Referral,Education,2025-03-11
CUST00654,France,Basic,31.4,58,No,Organic,Technology,2025-02-27
CUST00655,Australia,Basic,31.89,44,No,Referral,Education,2025-03-10
CUST00656,Brazil,Basic,29.85,55,No,Paid Ads,Finance,2025-04-12
CUST00657,Brazil,Basic,33.2,15,No,Referral,Technology,2025-04-03
CUST00658,Canada,Enterprise,278.24,51,No,Organic,Finance,2025-03-12
CUST00659,Brazil,Pro,79.45,51,No,Paid Ads,Finance,2025-03-12
CUST00660,Brazil,Basic,31.43,7,No,Partner,Retail,2025-04-06
CUST00661,UK,Basic,35.83,32,No,Referral,Healthcare,2025-04-01
CUST00662,Brazil,Basic,28.98,3,No,Paid Ads,Technology,2025-04-26
CUST00663,USA,Basic,33.28,16,No,Organic,Education,2025-02-26
CUST00664,Germany,Enterprise,305.84,22,No,Partner,Technology,2025-03-09
CUST00665,Germany,Pro,75.9,16,No,Partner,Technology,2025-03-16
CUST00666,USA,Basic,26.26,35,No,Paid Ads,Education,2025-04-18
CUST00667,France,Enterprise,328.59,7,Yes,Organic,Healthcare,2025-03-15
