Customer ID,Country,Plan,Monthly Spend ($),Tenure (Months),Churned,Signup Source,Industry,Last Active Date
CUST00668,Germany,Basic,32.57,36,No,Referral,Finance,2025-04-11
CUST00669,Brazil,Pro,84.21,5,No,Paid Ads,Finance,2025-04-15
CUST00670,Germany,Pro,74.06,1,No,Organic,Retail,2025-03-25
CUST00671,Australia,Pro,79.73,46,No,Paid Ads,Education,2025-03-21
CUST00672,Canada,Pro,71.18,31,No,Paid Ads,Education,2025-03-07
CUST00673,France,Basic,30.53,45,No,Paid Ads,Education,2025-04-16
CUST00674,Australia,Basic,29.33,19,No,Referral,Retail,2025-04-22
CUST00675,UK,Basic,30.01,42,No,Paid Ads,Technology,2025-03-30
CUST00676,UK,Basic,25.91,2,Yes,Paid Ads,Education,2025-03-20
CUST00677,Australia,Basic,25.01,39,No,Organic,Technology,2025-03-15
CUST00678,France,Basic,26.18,56,No,Paid Ads,Technology,2025-03-25
CUST00679,Australia,Enterprise,292.06,1,No,Paid Ads,Finance,2025-04-06
CUST00680,France,Basic,19.98,13,No,Referral,Technology,2025-03-15
CUST00681,USA,Basic,25.73,17,No,Organic,Retail,2025-03-29
CUST00682,USA,Pro,83.35,10,No,Referral,Finance,2025-04-13
CUST00683,Brazil,Pro,82.1,14,No,Partner,Technology,2025-03-08
CUST00684,France,Basic,27.54,53,No,Organic,Healthcare,2025-03-20
CUST00685,France,Basic,24.22,23,No,Referral,Education,2025-04-22
CUST00686,Germany,Basic,30.33,31,No,Paid Ads,Healthcare,2025-03-25
CUST00687,UK,Basic,27.38,12,No,Partner,Retail,2025-03-29
CUST00688,France,Basic,30.76,49,No,Organic,Finance,2025-04-03
CUST00689,Germany,Basic,34.78,23,No,Partner,Healthcare,2025-03-01
CUST00690,Germany,Basic,24.84,6,No,Paid Ads,Education,2025-03-18
CUST00691,Australia,Pro,73.42,1,Yes,Paid Ads,Education,2025-03-18
CUST00692,Brazil,Basic,28.48,34,No,Referral,Education,2025-04-24
CUST00693,Germany,Pro,78.4,49,No,Paid Ads,Education,2025-03-10
CUST00694,Australia,Enterprise,328.35,51,No,Organic,Education,2025-04-15
CUST00695,Canada,Pro,55.61,27,No,Partner,Retail,2025-03-24
CUST00696,UK,Pro,78.66,47,No,Partner,Finance,2025-03-20
CUST00697,Canada,Pro,81.92,44,No,Organic,Retail,2025-04-01
CUST00698,UK,Pro,80.68,25,No,Partner,Technology,2025-04-20
CUST00699,Germany,Basic,33.08,42,No,Paid Ads,Finance,2025-03-30
CUST00700,Brazil,Basic,36.02,39,No,Referral,Technology,2025-04-01
CUST00701,France,Basic,22.79,14,No,Referral,Finance,2025-04-08
CUST00702,Brazil,Basic,28.95,7,No,Paid Ads,Healthcare,2025-03-22
CUST00703,Australia,Basic,31.63,16,No,Partner,Healthcare,2025-03-03
CUST00704,UK,Pro,83.0,54,No,Partner,Retail,2025-03-22
CUST00705,USA,Basic,34.85,34,No,Partner,Technology,2025-04-23
CUST00706,Germany,Enterprise,348.07,36,No,Paid Ads,Finance,2025-03-24
CUST00707,Australia,Basic,24.05,40,No,Referral,Retail,2025-03-14
CUST00708,USA,Basic,38.21,21,No,Referral,Healthcare,2025-04-13
CUST00709,Australia,Basic,21.28,53,No,Partner,Education,2025-03-17
CUST00710,Australia,Basic,30.6,38,No,Organic,Retail,2025-04-07
CUST00711,Germany,Basic,28.86,25,No,Paid Ads,Education,2025-04-05
CUST00712,France,Basic,25.03,12,No,Referral,Healthcare,2025-03-17
CUST00713,UK,Basic,32.69,60,No,Organic,Healthcare,2025-03-16
CUST00714,USA,Pro,79.58,55,No,Paid Ads,Education,2025-03-12
CUST00715,Australia,Pro,84.38,27,No,Referral,Retail,2025-02-27
CUST00716,Germany,Basic,30.1,47,No,Partner,Technology,2025-03-06
CUST00717,UK,Basic,34.9,58,No,Organic,Finance,2025-04-24
CUST00718,USA,Pro,72.58,12,Yes,Partner,Education,2025-04-20
CUST00719,Brazil,Basic,30.82,47,No,Referral,Technology,2025-03-11
CUST00720,UK,Basic,30.25,8,No,Paid Ads,Finance,2025-03-24
CUST00721,Australia,Pro,57.27,4,No,Partner,Technology,2025-03-30
CUST00722,USA,Pro,70.64,29,No,Organic,Retail,2025-03-09
CUST00723,Canada,Basic,29.12,26,No,Referral,Healthcare,2025-03-04
CUST00724,Australia,Enterprise,349.84,55,No,Partner,Finance,2025-03-25
CUST00725,Australia,Enterprise,316.11,28,No,Paid Ads,Education,2025-03-29
CUST00726,Australia,Basic,30.26,26,No,Referral,Finance,2025-04-10
CUST00727,Germany,Basic,36.41,45,No,Referral,Technology,2025-04-04
CUST00728,UK,Enterprise,316.73,8,No,Partner,Technology,2025-03-29
CUST00729,UK,Basic,24.15,49,No,Partner,Retail,2025-03-17
CUST00730,UK,Basic,34.24,54,No,Referral,Retail,2025-03-29
CUST00731,Germany,Pro,76.8,49,No,Referral,Retail,2025-04-17
CUST00732,Australia,Basic,30.76,41,No,Partner,Education,2025-03-17
CUST00733,France,Basic,30.19,15,No,Paid Ads,Retail,2025-03-24
CUST00734,Australia,Enterprise,317.54,46,No,Partner,Finance,2025-03-01
CUST00735,Australia,Basic,29.1,10,No,Partner,Finance,2025-03-20
CUST00736,Brazil,Basic,36.86,3,Yes,Paid Ads,Retail,2025-03-29
CUST00737,Australia,Basic,32.24,28,No,Organic,Finance,2025-04-06
CUST00738,USA,Basic,31.86,4,No,Partner,Education,2025-03-25
CUST00739,Germany,Enterprise,252.06,25,No,Paid Ads,Healthcare,2025-03-27
CUST00740,France,Basic,32.31,38,No,Paid Ads,Healthcare,2025-03-04
CUST00741,Australia,Enterprise,316.46,59,No,Partner,Retail,2025-03-24
CUST00742,France,Pro,74.19,43,No,Paid Ads,Technology,2025-03-29
CUST00743,Canada,Enterprise,280.76,8,No,Referral,Healthcare,2025-03-01
CUST00744,Australia,Basic,32.44,30,No,Partner,Education,2025-04-18
CUST00745,Canada,Pro,82.32,22,No,Partner,Technology,2025-03-02
CUST00746,UK,Pro,67.97,37,Yes,Referral,Education,2025-03-09
CUST00747,Australia,Basic,23.75,60,No,Partner,Finance,2025-03-02
CUST00748,Canada,Basic,33.02,48,No,Referral,Technology,2025-03-18
CUST00749,UK,Basic,29.9,13,Yes,Paid Ads,Education,2025-03-13
CUST00750,Brazil,Enterprise,285.4,54,No,Referral,Finance,2025-04-25
CUST00751,France,Enterprise,280.52,20,No,Partner,Education,2025-04-20
CUST00752,Germany,Basic,36.61,35,No,Referral,Technology,2025-03-20
CUST00753,Brazil,Basic,35.96,52,No,Referral,Education,2025-03-10
CUST00754,USA,Basic,27.04,18,No,Partner,Healthcare,2025-04-02
CUST00755,Brazil,Basic,30.07,11,No,Referral,Finance,2025-03-16
CUST00756,UK,Basic,25.23,1,Yes,Organic,Education,2025-03-23
CUST00757,France,Pro,64.6,51,No,Organic,Education,2025-04-16
CUST00758,Germany,Basic,39.92,51,No,Referral,Healthcare,2025-03-08
CUST00759,Canada,Basic,29.05,4,No,Paid Ads,Technology,2025-03-02
CUST00760,UK,Pro,89.22,50,No,Referral,Finance,2025-04-02
CUST00761,USA,Basic,27.25,39,Yes,Paid Ads,Finance,2025-03-02
CUST00762,USA,Pro,69.74,27,No,Paid Ads,Finance,2025-03-08
CUST00763,USA,Enterprise,221.87,24,No,Organic,Healthcare,2025-02-27
CUST00764,UK,Basic,30.99,36,No,Partner,Retail,2025-03-12
CUST00765,France,Pro,70.48,57,No,Paid Ads,Retail,2025-03-03
CUST00766,Australia,Basic,32.11,52,No,Paid Ads,Healthcare,2025-03-07
CUST00767,France,Basic,31.74,57,No,Partner,Healthcare,2025-03-13
CUST00768,France,Basic,27.56,6,No,Paid Ads,Education,2025-04-25
CUST00769,UK,Enterprise,278.05,20,No,Referral,Retail,2025-03-23
CUST00770,Brazil,Basic,24.88,47,No,Organic,Technology,2025-04-10
CUST00771,Canada,Basic,34.06,41,No,Organic,Finance,2025-03-11
CUST00772,Germany,Basic,36.69,50,No,Paid Ads,Retail,2025-04-14
CUST00773,Brazil,Pro,71.46,57,No,Partner,Healthcare,2025-03-10
CUST00774,Canada,Enterprise,272.29,54,No,Referral,Retail,2025-03-24
CUST00775,USA,Basic,31.27,8,No,Referral,Technology,2025-03-18
CUST00776,Australia,Basic,37.84,31,No,Organic,Education,2025-04-21
CUST00777,UK,Basic,30.67,17,No,Partner,Technology,2025-02-27
CUST00778,Australia,Basic,21.25,57,No,Partner,Finance,2025-03-20
CUST00779,Brazil,Enterprise,272.27,37,No,Partner,Education,2025-04-19
CUST00780,Canada,Basic,31.65,25,No,Organic,Education,2025-04-17
CUST00781,Canada,Enterprise,263.83,15,No,Partner,Education,2025-04-22
CUST00782,France,Basic,29.09,1,Yes,Paid Ads,Retail,2025-03-30
CUST00783,France,Basic,27.91,34,No,Referral,Education,2025-04-23
CUST00784,Australia,Basic,34.71,13,No,Paid Ads,Finance,2025-03-24
CUST00785,Australia,Pro,87.37,45,No,Partner,Healthcare,2025-03-29
CUST00786,Australia,Basic,35.71,3,No,Referral,Retail,2025-03-06
CUST00787,Germany,Basic,33.97,49,Yes,Organic,Finance,2025-03-02
CUST00788,Canada,Pro,77.8,40,No,Partner,Education,2025-03-20
CUST00789,Canada,Pro,80.54,6,No,Organic,Education,2025-04-19
CUST00790,Germany,Enterprise,387.7,19,No,Paid Ads,Healthcare,2025-03-12
CUST00791,Brazil,Basic,24.82,48,No,Referral,Education,2025-04-23
CUST00792,UK,Basic,29.76,12,No,Organic,Education,2025-02-27
CUST00793,France,Pro,85.8,44,No,Referral,Finance,2025-04-19
CUST00794,USA,Pro,90.11,51,No,Organic,Healthcare,2025-03-11
CUST00795,UK,Basic,32.13,50,No,Paid Ads,Healthcare,2025-03-15
CUST00796,France,Enterprise,294.5,18,No,Referral,Retail,2025-04-19
CUST00797,France,Basic,23.87,12,No,Referral,Education,2025-03-06
CUST00798,Australia,Basic,27.83,57,No,Paid Ads,Finance,2025-03-21
CUST00799,Canada,Pro,72.71,50,No,Partner,Finance,2025-03-16
CUST00800,Germany,Pro,67.22,5,Yes,Referral,Healthcare,2025-03-21
CUST00801,France,Basic,30.82,20,No,Partner,Technology,2025-03-24
CUST00802,Brazil,Pro,79.59,14,No,Paid Ads,Finance,2025-03-13
CUST00803,France,Pro,84.24,41,No,Organic,Technology,2025-03-21
CUST00804,Germany,Basic,29.16,29,No,Referral,Retail,2025-04-08
CUST00805,Australia,Basic,31.94,41,No,Organic,Retail,2025-03-14
CUST00806,Brazil,Pro,80.39,41,No,Paid Ads,Technology,2025-04-26
CUST00807,Australia,Basic,30.87,34,No,Paid Ads,Finance,2025-04-21
CUST00808,UK,Basic,26.49,60,No,Partner,Retail,2025-04-19
CUST00809,France,Pro,82.86,27,No,Paid Ads,Technology,2025-03-17
CUST00810,Germany,Enterprise,268.0,27,No,Organic,Technology,2025-04-03
CUST00811,Germany,Pro,71.14,2,No,Organic,Healthcare,2025-03-19
CUST00812,Canada,Basic,29.54,3,No,Partner,Healthcare,2025-04-20
CUST00813,Australia,Basic,39.74,6,No,Organic,Technology,2025-03-12
CUST00814,Germany,Basic,27.21,60,Yes,Referral,Retail,2025-04-17
CUST00815,Germany,Basic,29.33,53,No,Referral,Retail,2025-03-31
CUST00816,France,Pro,69.93,48,Yes,Paid Ads,Technology,2025-02-26
CUST00817,USA,Pro,65.55,45,No,Organic,Healthcare,2025-04-10
CUST00818,UK,Basic,37.15,4,No,Organic,Technology,2025-03-10
CUST00819,USA,Basic,33.79,32,No,Organic,Healthcare,2025-04-18
CUST00820,USA,Enterprise,343.77,17,No,Referral,Healthcare,2025-04-17
CUST00821,Canada,Pro,87.28,21,No,Paid Ads,Healthcare,2025-03-08
CUST00822,UK,Basic,28.39,15,No,Partner,Healthcare,2025-03-30
CUST00823,Brazil,Basic,31.32,41,No,Partner,Healthcare,2025-03-04
CUST00824,USA,Pro,64.76,40,No,Paid Ads,Education,2025-03-11
CUST00825,USA,Pro,79.26,46,No,Paid Ads,Technology,2025-04-26
CUST00826,Germany,Basic,28.79,40,No,Paid Ads,Finance,2025-03-29
CUST00827,Brazil,Basic,32.3,16,No,Organic,Retail,2025-03-06
CUST00828,UK,Enterprise,259.51,10,No,Partner,Technology,2025-03-02
CUST00829,Germany,Basic,20.86,56,No,Partner,Finance,2025-04-24
CUST00830,Canada,Pro,79.45,1,No,Partner,Education,2025-04-16
CUST00831,Canada,Enterprise,329.33,17,No,Referral,Finance,2025-03-08
CUST00832,France,Basic,26.24,25,No,Organic,Retail,2025-03-30
CUST00833,Brazil,Pro,89.99,59,No,Partner,Technology,2025-04-22
CUST00834,Brazil,Basic,28.81,36,No,Organic,Finance,2025-03-23
CUST00835,Canada,Basic,28.02,22,No,Organic,Retail,2025-03-18
CUST00836,Australia,Basic,36.98,13,No,Organic,Healthcare,2025-03-22
CUST00837,Australia,Basic,29.93,4,Yes,Organic,Finance,2025-04-21
CUST00838,France,Basic,26.55,3,No,Organic,Healthcare,2025-04-02
CUST00839,Germany,Pro,73.01,48,No,Paid Ads,Technology,2025-03-26
CUST00840,Canada,Pro,75.08,28,No,Organic,Finance,2025-04-15
CUST00841,Australia,Pro,85.71,35,No,Referral,Finance,2025-04-19
CUST00842,Brazil,Basic,34.84,12,No,Referral,Technology,2025-04-01
CUST00843,Australia,Basic,19.28,58,No,Referral,Finance,2025-04-05
CUST00844,UK,Pro,85.33,55,No,Paid Ads,Technology,2025-03-19
CUST00845,Canada,Pro,85.69,49,No,Partner,Education,2025-03-26
CUST00846,UK,Enterprise,336.98,33,No,Organic,Technology,2025-03-19
CUST00847,Australia,Enterprise,309.25,5,No,Paid Ads,Healthcare,2025-04-03
CUST00848,Australia,Pro,58.43,23,No,Partner,Retail,2025-04-17
CUST00849,UK,Basic,18.39,32,No,Partner,Technology,2025-03-14
CUST00850,UK,Basic,24.67,23,No,Partner,Healthcare,2025-04-08
CUST00851,Canada,Pro,80.98,44,No,Referral,Healthcare,2025-04-22
CUST00852,Canada,Basic,35.6,33,No,Partner,Finance,2025-04-21
CUST00853,Brazil,Basic,32.86,58,No,Paid Ads,Education,2025-03-02
CUST00854,Brazil,Basic,31.74,36,No,Paid Ads,Healthcare,2025-04-11
CUST00855,USA,Basic,25.51,47,No,Partner,Healthcare,2025-04-26
CUST00856,Australia,Basic,27.45,15,No,Paid Ads,Healthcare,2025-03-01
CUST00857,Canada,Basic,29.8,33,No,Referral,Finance,2025-04-05
CUST00858,UK,Basic,31.11,10,No,Organic,Healthcare,2025-03-10
CUST00859,Brazil,Pro,73.82,13,No,Referral,Retail,2025-03-20
CUST00860,Australia,Pro,69.38,48,No,Paid Ads,Retail,2025-03-06
CUST00861,UK,Pro,87.58,39,No,Partner,Technology,2025-03-04
CUST00862,Australia,Pro,79.92,7,No,Organic,Retail,2025-03-11
CUST00863,Canada,Pro,90.92,39,No,Paid Ads,Healthcare,2025-04-13
CUST00864,Canada,Basic,33.58,17,No,Referral,Education,2025-03-19
CUST00865,USA,Pro,89.37,43,No,Paid Ads,Finance,2025-03-14
CUST00866,France,Basic,28.88,25,No,Organic,Healthcare,2025-04-22
CUST00867,Canada,Pro,77.75,22,No,Paid Ads,Healthcare,2025-04-22
CUST00868,Canada,Basic,38.13,51,No,Referral,Education,2025-04-03
CUST00869,Germany,Basic,36.66,41,No,Partner,Technology,2025-04-22
CUST00870,France,Basic,30.22,53,No,Referral,Education,2025-04-21
CUST00871,UK,Pro,66.62,40,No,Referral,Technology,2025-03-28
CUST00872,Germany,Basic,29.56,57,No,Partner,Retail,2025-04-02
CUST00873,Brazil,Basic,31.46,20,No,Partner,Education,2025-04-25
CUST00874,Canada,Basic,30.04,29,No,Referral,Education,2025-03-25
CUST00875,Germany,Basic,33.52,55,No,Organic,Technology,2025-04-06
CUST00876,Brazil,Basic,37.45,52,Yes,Paid Ads,Finance,2025-04-05
CUST00877,USA,Basic,29.08,2,No,Referral,Technology,2025-04-10
CUST00878,Australia,Basic,33.26,28,No,Partner,Education,2025-03-09
CUST00879,Canada,Basic,21.7,58,No,Paid Ads,Education,2025-04-24
CUST00880,Canada,Pro,98.2,39,No,Partner,Technology,2025-03-24
CUST00881,Brazil,Pro,71.99,28,No,Paid Ads,Healthcare,2025-03-24
CUST00882,Australia,Pro,95.06,29,No,Referral,Education,2025-04-09
CUST00883,Brazil,Basic,23.69,26,No,Partner,Healthcare,2025-03-25
CUST00884,Germany,Basic,39.95,22,No,Paid Ads,Education,2025-03-18
CUST00885,Canada,Basic,38.2,16,No,Paid Ads,Technology,2025-03-01
CUST00886,Germany,Basic,26.72,40,No,Paid Ads,Technology,2025-04-08
CUST00887,France,Pro,83.99,11,No,Organic,Technology,2025-04-12
CUST00888,USA,Basic,33.28,2,Yes,Organic,Retail,2025-03-03
CUST00889,Brazil,Basic,32.83,49,No,Organic,Healthcare,2025-03-04
CUST00890,Canada,Pro,79.39,47,No,Paid Ads,Retail,2025-04-20
CUST00891,France,Pro,81.6,32,No,Paid Ads,Retail,2025-03-21
CUST00892,Canada,Pro,64.69,13,No,Partner,Education,2025-04-01
CUST00893,USA,Pro,78.43,55,No,Partner,Healthcare,2025-04-11
CUST00894,USA,Basic,36.54,37,No,Organic,Technology,2025-03-09
CUST00895,Australia,Basic,29.05,22,Yes,Partner,Retail,2025-03-08
CUST00896,USA,Pro,65.13,35,No,Referral,Technology,2025-04-25
CUST00897,UK,Pro,83.73,25,No,Organic,Technology,2025-03-23
CUST00898,Brazil,Pro,84.71,40,No,Partner,Finance,2025-04-11
CUST00899,USA,Basic,26.65,8,No,Organic,Technology,2025-04-20
CUST00900,Canada,Basic,31.38,38,No,Paid Ads,Finance,2025-04-20
CUST00901,Australia,Enterprise,334.84,32,No,Referral,Education,2025-03-16
CUST00902,UK,Basic,25.94,27,No,Partner,Retail,2025-04-05
CUST00903,UK,Basic,24.92,52,No,Partner,Healthcare,2025-02-28
CUST00904,Australia,Pro,77.56,54,No,Paid Ads,Finance,2025-04-09
CUST00905,UK,Basic,23.99,38,Yes,Organic,Retail,2025-03-09
CUST00906,USA,Enterprise,320.76,49,No,Partner,Healthcare,2025-04-10
CUST00907,Germany,Basic,31.93,35,No,Partner,Retail,2025-03-17
CUST00908,France,Basic,35.45,10,No,Organic,Finance,2025-03-22
CUST00909,USA,Basic,36.73,2,No,Partner,Healthcare,2025-03-06
CUST00910,France,Basic,34.0,20,No,Referral,Technology,2025-03-31
CUST00911,Brazil,Pro,65.13,28,No,Organic,Technology,2025-03-09
CUST00912,USA,Basic,23.01,51,No,Paid Ads,Finance,2025-04-10
CUST00913,Brazil,Basic,29.4,38,No,Partner,Education,2025-03-13
CUST00914,USA,Basic,35.62,11,No,Organic,Education,2025-04-21
CUST00915,Australia,Basic,31.01,23,No,Organic,Finance,2025-04-01
CUST00916,Brazil,Pro,86.52,41,No,Referral,Retail,2025-03-09
CUST00917,Canada,Basic,33.75,1,Yes,Paid Ads,Healthcare,2025-03-04
CUST00918,USA,Pro,85.99,22,No,Referral,Finance,2025-03-08
CUST00919,Australia,Basic,29.1,40,No,Paid Ads,Technology,2025-04-11
CUST00920,Brazil,Enterprise,261.96,3,No,Partner,Technology,2025-03-23
CUST00921,UK,Enterprise,306.44,49,No,Partner,Finance,2025-03-13
CUST00922,Brazil,Enterprise,329.07,26,No,Organic,Technology,2025-04-05
CUST00923,France,Basic,38.14,29,No,Referral,Retail,2025-04-22
CUST00924,USA,Basic,33.78,20,No,Partner,Finance,2025-04-25
CUST00925,Brazil,Pro,68.69,45,No,Organic,Education,2025-03-07
CUST00926,Australia,Pro,86.23,27,No,Partner,Education,2025-04-21
CUST00927,USA,Basic,31.44,8,No,Referral,Healthcare,2025-04-15
CUST00928,Germany,Pro,80.75,46,No,Paid Ads,Education,2025-03-14
CUST00929,Australia,Basic,28.97,50,No,Partner,Healthcare,2025-04-10
CUST00930,Canada,Basic,26.27,59,No,Partner,Retail,2025-04-03
CUST00931,Brazil,Basic,21.49,40,No,Referral,Finance,2025-04-15
CUST00932,France,Pro,75.37,29,No,Organic,Retail,2025-03-16
CUST00933,UK,Basic,26.15,13,No,Paid Ads,Healthcare,2025-03-29
CUST00934,France,Basic,23.52,22,No,Paid Ads,Healthcare,2025-03-10
CUST00935,UK,Pro,75.11,31,No,Referral,Retail,2025-04-20
CUST00936,USA,Basic,28.61,32,No,Organic,Education,2025-04-02
CUST00937,Germany,Basic,26.47,24,No,Referral,Education,2025-03-17
CUST00938,USA,Basic,35.04,23,No,Paid Ads,Retail,2025-04-25
CUST00939,Canada,Basic,34.58,42,No,Partner,Healthcare,2025-03-23
CUST00940,Australia,Basic,27.25,22,No,Partner,Retail,2025-04-25
CUST00941,USA,Basic,35.65,15,No,Organic,Education,2025-03-20
CUST00942,Australia,Basic,33.41,55,No,Organic,Technology,2025-03-05
CUST00943,Australia,Enterprise,291.63,27,No,Referral,Healthcare,2025-03-30
CUST00944,USA,Basic,34.23,9,No,Referral,Healthcare,2025-04-02
CUST00945,Germany,Basic,27.88,35,No,Organic,Technology,2025-03-02
CUST00946,Canada,Basic,35.18,39,No,Paid Ads,Healthcare,2025-04-09
CUST00947,Canada,Pro,77.57,17,No,Paid Ads,Education,2025-03-13
CUST00948,UK,Basic,28.5,13,No,Referral,Healthcare,2025-04-12
CUST00949,Canada,Basic,23.83,39,No,Organic,Finance,2025-03-02
CUST00950,Germany,Pro,86.61,59,No,Referral,Healthcare,2025-03-28
CUST00951,UK,Basic,27.06,28,No,Partner,Retail,2025-03-17
CUST00952,UK,Basic,25.81,16,No,Referral,Finance,2025-03-04
CUST00953,France,Enterprise,302.02,57,No,Partner,Technology,2025-03-10
CUST00954,Australia,Basic,32.23,10,No,Paid Ads,Healthcare,2025-03-23
CUST00955,USA,Basic,35.9,5,Yes,Paid Ads,Education,2025-03-19
CUST00956,USA,Pro,81.94,41,No,Partner,Education,2025-02-28
CUST00957,Brazil,Basic,42.65,4,Yes,Partner,Education,2025-04-06
CUST00958,Germany,Pro,86.24,50,No,Referral,Healthcare,2025-03-11
CUST00959,Brazil,Basic,26.16,1,No,Paid Ads,Education,2025-03-25
CUST00960,UK,Basic,25.62,58,No,Paid Ads,Healthcare,2025-03-09
CUST00961,UK,Enterprise,304.26,59,No,Paid Ads,Healthcare,2025-04-01
CUST00962,UK,Enterprise,317.24,39,Yes,Referral,Healthcare,2025-03-10
CUST00963,Australia,Pro,88.65,54,No,Paid Ads,Education,2025-03-30
CUST00964,Germany,Basic,37.59,39,No,Referral,Healthcare,2025-04-11
CUST00965,UK,Basic,28.92,43,Yes,Organic,Technology,2025-03-04
CUST00966,Canada,Basic,39.26,55,No,Paid Ads,Technology,2025-03-11
CUST00967,USA,Basic,28.11,44,No,Partner,Finance,2025-03-04
CUST00968,Germany,Basic,40.13,52,No,Referral,Retail,2025-03-06
CUST00969,Brazil,Pro,86.49,16,No,Partner,Healthcare,2025-04-06
CUST00970,Canada,Basic,33.79,33,No,Referral,Finance,2025-03-06
CUST00971,UK,Enterprise,326.43,42,No,Paid Ads,Healthcare,2025-04-04
CUST00972,Brazil,Pro,95.56,43,No,Partner,Retail,2025-03-07
CUST00973,Germany,Basic,35.64,40,No,Partner,Technology,2025-03-11
CUST00974,Germany,Basic,30.89,50,No,Partner,Technology,2025-03-05
CUST00975,USA,Pro,71.66,49,No,Referral,Technology,2025-04-16
CUST00976,Australia,Basic,29.3,49,No,Organic,Retail,2025-04-26
CUST00977,Brazil,Basic,30.6,59,No,Paid Ads,Education,2025-03-06
CUST00978,Canada,Pro,75.99,38,No,Organic,Technology,2025-03-22
CUST00979,France,Pro,81.61,22,No,Partner,Education,2025-03-29
CUST00980,Brazil,Basic,42.67,58,No,Partner,Retail,2025-04-14
CUST00981,USA,Pro,59.39,60,No,Organic,Education,2025-04-06
CUST00982,Canada,Basic,32.9,35,No,Paid Ads,Healthcare,2025-03-13
CUST00983,UK,Basic,30.1,12,No,Partner,Healthcare,2025-03-05
CUST00984,Brazil,Basic,31.15,4,Yes,Paid Ads,Education,2025-03-12
CUST00985,USA,Basic,33.99,31,No,Partner,Retail,2025-04-16
CUST00986,UK,Enterprise,270.39,25,No,Partner,Retail,2025-04-10
CUST00987,USA,Basic,31.32,40,No,Paid Ads,Education,2025-04-26
CUST00988,UK,Enterprise,321.76,5,No,Referral,Healthcare,2025-03-23
CUST00989,Brazil,Enterprise,294.13,41,No,Paid Ads,Technology,2025-04-22
CUST00990,Germany,Basic,37.39,34,No,Referral,Healthcare,2025-03-10
CUST00991,USA,Basic,25.97,48,No,Partner,Healthcare,2025-03-29
CUST00992,UK,Basic,35.06,25,No,Organic,Education,2025-04-14
CUST00993,USA,Enterprise,330.56,52,No,Organic,Retail,2025-04-18
CUST00994,Brazil,Pro,82.91,33,No,Referral,Retail,2025-03-16
CUST00995,France,Pro,87.76,24,No,Paid Ads,Finance,2025-03-12
CUST00996,Australia,Basic,36.86,49,Yes,Paid Ads,Technology,2025-03-11
CUST00997,Canada,Basic,30.22,21,No,Referral,Technology,2025-04-05
CUST00998,Germany,Basic,28.72,23,No,Partner,Finance,2025-03-31
CUST00999,Brazil,Basic,33.32,8,No,Partner,Finance,2025-04-26
CUST01000,Canada,Pro,80.91,5,Yes,Partner,Healthcare,2025-04-15
